sep=,
"Time","P","Q"
2020-02-03 11:35:00,834,766
2020-02-03 11:40:00,814,766
2020-02-03 11:45:00,764,748
2020-02-03 11:50:00,778,764
2020-02-03 11:55:00,781,769
2020-02-03 12:00:00,782,765
2020-02-03 12:05:00,781,759
2020-02-03 12:10:00,729,768
2020-02-03 12:15:00,804,774
2020-02-03 12:20:00,821,760
2020-02-03 12:25:00,716,769
2020-02-03 12:30:00,806,757
2020-02-03 12:35:00,734,773
2020-02-03 12:40:00,805,762
2020-02-03 12:45:00,739,769
2020-02-03 12:50:00,798,764
2020-02-03 12:55:00,834,755
2020-02-03 13:00:00,806,756
2020-02-03 13:05:00,769,775
2020-02-03 13:10:00,688,775
2020-02-03 13:15:00,802,764
2020-02-03 13:20:00,757,789
2020-02-03 13:25:00,763,759
2020-02-03 13:30:00,852,748
2020-02-03 13:35:00,793,755
2020-02-03 13:40:00,789,737
2020-02-03 13:45:00,703,752
2020-02-03 13:50:00,794,754
2020-02-03 13:55:00,784,749
2020-02-03 14:00:00,782,745
2020-02-03 14:05:00,823,763
2020-02-03 14:10:00,796,775
2020-02-03 14:15:00,779,752
2020-02-03 14:20:00,760,770
2020-02-03 14:25:00,767,759
2020-02-03 14:30:00,806,740
2020-02-03 14:35:00,720,792
2020-02-03 14:40:00,787,755
2020-02-03 14:45:00,826,761
2020-02-03 14:50:00,744,771
2020-02-03 14:55:00,805,761
2020-02-03 15:00:00,762,773
2020-02-03 15:05:00,692,798
2020-02-03 15:10:00,804,790
2020-02-03 15:15:00,744,755
2020-02-03 15:20:00,808,760
2020-02-03 15:25:00,706,771
2020-02-03 15:30:00,841,767
2020-02-03 15:35:00,797,757
2020-02-03 15:40:00,729,752
2020-02-03 15:45:00,763,755
2020-02-03 15:50:00,831,756
2020-02-03 15:55:00,729,764
2020-02-03 16:00:00,789,746
2020-02-03 16:05:00,711,758
2020-02-03 16:10:00,789,767
2020-02-03 16:15:00,820,754
2020-02-03 16:20:00,816,756
2020-02-03 16:25:00,795,770
2020-02-03 16:30:00,815,761
2020-02-03 16:35:00,852,769
2020-02-03 16:40:00,804,769
2020-02-03 16:45:00,773,757
2020-02-03 16:50:00,796,758
2020-02-03 16:55:00,811,748
2020-02-03 17:00:00,693,763
2020-02-03 17:05:00,790,772
2020-02-03 17:10:00,833,759
2020-02-03 17:15:00,547,97.5
2020-02-03 17:20:00,471,77.9
2020-02-03 17:25:00,462,76.0
2020-02-03 17:30:00,433,88.4
2020-02-03 17:35:00,419,72.2
2020-02-03 17:40:00,383,69.7
2020-02-03 17:45:00,462,74.4
2020-02-03 17:50:00,463,73.4
2020-02-03 17:55:00,476,92.9
2020-02-03 18:00:00,453,69.6
2020-02-03 18:05:00,452,67.2
2020-02-03 18:10:00,481,87.9
2020-02-03 18:15:00,413,66.8
2020-02-03 18:20:00,347,53.5
2020-02-03 18:25:00,409,57.8
2020-02-03 18:30:00,457,57.1
2020-02-03 18:35:00,351,56.8
2020-02-03 18:40:00,338,53.7
2020-02-03 18:45:00,434,58.0
2020-02-03 18:50:00,445,58.8
2020-02-03 18:55:00,438,56.9
2020-02-03 19:00:00,453,59.4
2020-02-03 19:05:00,350,56.1
2020-02-03 19:10:00,395,57.6
2020-02-03 19:15:00,453,56.6
2020-02-03 19:20:00,376,58.5
2020-02-03 19:25:00,380,58.9
2020-02-03 19:30:00,386,56.3
2020-02-03 19:35:00,359,57.1
2020-02-03 19:40:00,442,61.3
2020-02-03 19:45:00,387,57.1
2020-02-03 19:50:00,363,60.6
2020-02-03 19:55:00,314,55.1
2020-02-03 20:00:00,293,58.0
2020-02-03 20:05:00,378,61.0
2020-02-03 20:10:00,399,61.8
2020-02-03 20:15:00,412,61.3
2020-02-03 20:20:00,404,64.5
2020-02-03 20:25:00,346,61.8
2020-02-03 20:30:00,415,62.9
2020-02-03 20:35:00,396,63.7
2020-02-03 20:40:00,374,61.6
2020-02-03 20:45:00,392,63.5
2020-02-03 20:50:00,400,65.9
2020-02-03 20:55:00,411,67.0
2020-02-03 21:00:00,324,66.2
2020-02-03 21:05:00,404,65.5
2020-02-03 21:10:00,397,67.6
2020-02-03 21:15:00,339,63.9
2020-02-03 21:20:00,306,64.0
2020-02-03 21:25:00,421,68.6
2020-02-03 21:30:00,357,65.3
2020-02-03 21:35:00,379,65.1
2020-02-03 21:40:00,311,64.1
2020-02-03 21:45:00,393,67.0
2020-02-03 21:50:00,409,67.9
2020-02-03 21:55:00,408,67.5
2020-02-03 22:00:00,377,64.9
2020-02-03 22:05:00,408,61.9
2020-02-03 22:10:00,371,62.7
2020-02-03 22:15:00,389,63.6
2020-02-03 22:20:00,437,62.9
2020-02-03 22:25:00,327,59.7
2020-02-03 22:30:00,397,64.2
2020-02-03 22:35:00,349,65.2
2020-02-03 22:40:00,275,63.5
2020-02-03 22:45:00,436,68.6
2020-02-03 22:50:00,389,68.8
2020-02-03 22:55:00,377,65.5
2020-02-03 23:00:00,402,66.0
2020-02-03 23:05:00,400,66.5
2020-02-03 23:10:00,394,66.0
2020-02-03 23:15:00,430,63.7
2020-02-03 23:20:00,403,62.5
2020-02-03 23:25:00,420,70.6
2020-02-03 23:30:00,407,60.1
2020-02-03 23:35:00,405,61.7
2020-02-03 23:40:00,399,59.4
2020-02-03 23:45:00,449,60.7
2020-02-03 23:50:00,412,59.4
2020-02-03 23:55:00,372,59.3
2020-02-04 00:00:00,372,59.3

