MST,Avg Wind Speed @ 50m [m/s]
2016-12-25 17:00:00,27.65
2016-12-25 17:01:00,29.12
2016-12-25 17:02:00,29.46
2016-12-25 17:03:00,26.7
2016-12-25 17:04:00,23.44
2016-12-25 17:05:00,26.49
2016-12-25 17:06:00,29.58
2016-12-25 17:07:00,34.23
2016-12-25 17:08:00,30.28
2016-12-25 17:09:00,28.62
2016-12-25 17:10:00,31.5
2016-12-25 17:11:00,29.06
2016-12-25 20:12:00,16.87
2016-12-25 20:13:00,13.5
2016-12-25 20:14:00,19.63
2016-12-25 20:15:00,15.88
2016-12-25 20:16:00,15.54
2016-12-25 20:17:00,16.13
2016-12-25 20:18:00,17.99
2016-12-25 20:19:00,21.46
2016-12-25 20:20:00,24.17
2016-12-25 20:21:00,21.93
2016-12-25 20:22:00,18.99
2016-12-25 20:23:00,15.52
2016-12-25 20:24:00,12.79
2016-12-25 20:25:00,17.29
2016-12-25 20:26:00,14.05
2016-12-25 20:27:00,20.41
2016-12-25 20:28:00,16.37
2016-12-25 20:29:00,12.47
2016-12-25 20:30:00,14.19
2016-12-25 20:31:00,16.32
2016-12-25 20:32:00,17.41
2016-12-25 20:33:00,18.41
2016-12-25 20:34:00,19.38
2016-12-25 20:35:00,16.5
2016-12-25 20:36:00,15.71
2016-12-25 20:37:00,16.15
2016-12-25 20:38:00,17.88
2016-12-25 20:39:00,17.68
2016-12-25 20:40:00,18.89
2016-12-25 20:41:00,16.58
2016-12-25 20:42:00,19.41
2016-12-25 20:43:00,19.13
2016-12-25 20:44:00,15.98
2016-12-25 20:45:00,19.31
2016-12-25 20:46:00,17.07
2016-12-25 20:47:00,14.19
2016-12-25 20:48:00,17.9
2016-12-25 20:49:00,20.25
2016-12-25 20:50:00,22.34
2016-12-25 20:51:00,22.38
2016-12-25 20:52:00,24.21
2016-12-25 20:53:00,22.67
2016-12-25 20:54:00,21.92
2016-12-25 20:55:00,17.15
2016-12-25 20:56:00,18.01
2016-12-25 20:57:00,20.66
2016-12-25 20:58:00,21.88
2016-12-25 20:59:00,20.93
2016-12-25 21:00:00,26.31
2016-12-25 21:01:00,20.69
2016-12-25 21:02:00,26.5
2016-12-25 21:03:00,22.89
2016-12-25 21:04:00,24.52
2016-12-25 21:05:00,20.3
2016-12-25 21:06:00,19.89
2016-12-25 21:07:00,19.89
2016-12-25 21:08:00,24.18
2016-12-25 21:09:00,21.71
2016-12-25 21:10:00,23.02
2016-12-25 21:11:00,24.94
2016-12-25 21:12:00,21.86
2016-12-25 21:13:00,20.97
2016-12-25 21:14:00,22.19
2016-12-25 21:15:00,18.65
2016-12-25 21:16:00,20.55
2016-12-25 21:17:00,21.74
2016-12-25 21:18:00,24.45
2016-12-25 21:19:00,24.11
2016-12-25 21:20:00,23.47
2016-12-25 21:21:00,23.38
2016-12-25 21:22:00,24.58
2016-12-25 21:23:00,19.11
2016-12-25 21:24:00,17.19
2016-12-25 21:25:00,19.02
2016-12-25 21:26:00,17.11
2016-12-25 21:27:00,25.96
2016-12-25 21:28:00,22.43
2016-12-25 21:29:00,22.48
2016-12-25 21:30:00,23.9
2016-12-25 21:31:00,26.43
2016-12-25 21:32:00,23.66
2016-12-25 21:33:00,20.89
2016-12-25 21:34:00,23.96
2016-12-25 21:35:00,24.36
2016-12-25 21:36:00,18.7
2016-12-25 21:37:00,17.35
2016-12-25 21:38:00,22.02
2016-12-25 21:39:00,22.28
2016-12-25 21:40:00,22.69
2016-12-25 21:41:00,24.05
2016-12-25 21:42:00,18.58
2016-12-25 21:43:00,19.96
2016-12-25 21:44:00,19.92
2016-12-25 21:45:00,16.37
2016-12-25 21:46:00,14.97
2016-12-25 21:47:00,19.69
2016-12-25 21:48:00,18.31
2016-12-25 21:49:00,14.11
2016-12-25 21:50:00,16.87
2016-12-25 21:51:00,16.04
2016-12-25 21:52:00,14.52
2016-12-25 21:53:00,15.78
2016-12-25 21:54:00,14.04
2016-12-25 21:55:00,19.86
2016-12-25 21:56:00,19.04
2016-12-25 21:57:00,13.83
2016-12-25 21:58:00,21.57
2016-12-25 21:59:00,18.53
2016-12-25 22:00:00,14.67
2016-12-25 22:01:00,15.89
2016-12-25 22:02:00,16.45
2016-12-25 22:03:00,16.07
2016-12-25 22:04:00,15.23
2016-12-25 22:05:00,16.18
2016-12-25 22:06:00,15.32
2016-12-25 22:07:00,13.47
2016-12-25 22:08:00,12.47
2016-12-25 22:09:00,13.65
2016-12-25 22:10:00,14.55
2016-12-25 22:11:00,14.45
2016-12-25 22:12:00,16.23
2016-12-25 22:13:00,14.59
2016-12-25 22:14:00,13.47
2016-12-25 22:15:00,15.47
2016-12-25 22:16:00,15.06
2016-12-25 22:17:00,15.76
2016-12-25 22:18:00,20.01
2016-12-25 22:19:00,18.08
2016-12-25 22:20:00,16.14
2016-12-25 22:21:00,13.74
2016-12-25 22:22:00,13.63
2016-12-25 22:23:00,13.67
2016-12-25 22:24:00,14.5
2016-12-25 22:25:00,16.0
2016-12-25 22:26:00,15.26
2016-12-25 22:27:00,14.56
2016-12-25 22:28:00,19.96
2016-12-25 22:29:00,20.36
2016-12-25 22:30:00,16.95
2016-12-25 22:31:00,18.0
2016-12-25 22:32:00,16.13
2016-12-25 22:33:00,15.05
2016-12-25 22:34:00,12.84
2016-12-25 22:35:00,12.68
2016-12-25 22:36:00,15.2
2016-12-25 22:37:00,14.13
2016-12-25 22:38:00,20.61
2016-12-25 22:39:00,16.81
2016-12-25 22:40:00,17.52
2016-12-25 22:41:00,20.11
2016-12-25 22:42:00,20.1
2016-12-25 22:43:00,15.9
2016-12-25 22:44:00,20.04
2016-12-25 22:45:00,21.52
2016-12-25 22:46:00,18.61
2016-12-25 22:47:00,19.16
2016-12-25 22:48:00,15.54
2016-12-25 22:49:00,13.41
2016-12-25 22:50:00,14.99
2016-12-25 22:51:00,18.93
2016-12-25 22:52:00,13.77
2016-12-25 22:53:00,16.14
2016-12-25 22:54:00,15.76
2016-12-25 22:55:00,15.06
2016-12-25 22:56:00,15.65
2016-12-25 22:57:00,16.64
2016-12-25 22:58:00,15.51
2016-12-25 22:59:00,16.3
2016-12-25 23:00:00,21.75
2016-12-25 23:01:00,16.43
2016-12-25 23:02:00,14.67
2016-12-25 23:03:00,13.58
2016-12-25 23:04:00,16.42
2016-12-25 23:05:00,17.31
2016-12-25 23:06:00,19.36
2016-12-25 23:07:00,16.29
2016-12-25 23:08:00,20.1
2016-12-25 23:09:00,19.61
2016-12-25 23:10:00,16.42
2016-12-25 23:11:00,17.56
2016-12-25 23:12:00,18.39
2016-12-25 23:13:00,17.32
2016-12-25 23:14:00,17.52
2016-12-25 23:15:00,15.08
2016-12-25 23:16:00,16.52
2016-12-25 23:17:00,19.8
2016-12-25 23:18:00,21.2
2016-12-25 23:19:00,16.87
2016-12-25 23:20:00,16.22
2016-12-25 23:21:00,21.87
2016-12-25 23:22:00,20.71
2016-12-25 23:23:00,17.1
2016-12-25 23:24:00,16.79
2016-12-25 23:25:00,16.73
2016-12-25 23:26:00,16.34
2016-12-25 23:27:00,14.38
2016-12-25 23:28:00,16.96
2016-12-25 23:29:00,18.52
2016-12-25 23:30:00,17.16
2016-12-25 23:31:00,19.14
2016-12-25 23:32:00,18.53
2016-12-25 23:33:00,19.04
2016-12-25 23:34:00,18.14
2016-12-25 23:35:00,17.3
2016-12-25 23:36:00,18.88
2016-12-25 23:37:00,18.19
2016-12-25 23:38:00,16.77
2016-12-25 23:39:00,19.12
2016-12-25 23:40:00,16.77
2016-12-25 23:41:00,17.74
2016-12-25 23:42:00,17.76
2016-12-25 23:43:00,15.28
2016-12-25 23:44:00,15.42
2016-12-25 23:45:00,14.52
2016-12-25 23:46:00,14.77
2016-12-25 23:47:00,15.8
2016-12-25 23:48:00,21.69
2016-12-25 23:49:00,20.58
2016-12-25 23:50:00,16.81
2016-12-25 23:51:00,20.83
2016-12-25 23:52:00,20.62
2016-12-25 23:53:00,17.48
2016-12-25 23:54:00,16.42
2016-12-25 23:55:00,15.52
2016-12-25 23:56:00,20.89
2016-12-25 23:57:00,17.49
2016-12-25 23:58:00,15.21
2016-12-25 23:59:00,14.89
